,alcoholic,drink,glass,ingredients,ingredients_and_quantities,instructions
393,Alcoholic,The Philosopher,Margarita glass,"Prosecco, Lemon Juice, Orange Bitters, Melon Liqueur, Gin, ","Prosecco - Top, Lemon Juice - 1 dash, Orange Bitters - 1 dash, Melon Liqueur - 1 shot, Gin - 1 shot, ","Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco."
394,Alcoholic,Tuxedo Cocktail,Cocktail glass,"Cherry, Orange bitters, Anis, Maraschino liqueur, Gin, Dry Vermouth, ","Cherry - 1 , Orange bitters - 2 dashes , Anis - 1/4 tsp , Maraschino liqueur - 1/4 tsp , Gin - 1 1/2 oz , Dry Vermouth - 1 1/2 oz , ",Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.
395,Alcoholic,Tequila Surprise,Shot glass,"Tabasco sauce, Tequila, ","Tabasco sauce - About 8 drops , Tequila - full glass , ",Fill shot glass with Tequila. Add drops of Tobasco sauce.
396,Non alcoholic,Thai Iced Coffee,Highball glass,"Cardamom, Cream, Sugar, Coffee, ","Cardamom, Cream -  pods
, Sugar, Coffee - black, ","Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee."
397,Alcoholic,The Jimmy Conway,Whiskey sour glass,"Cranberry Juice, Amaretto, Irish Whiskey, ","Cranberry Juice - 4 oz, Amaretto - 50 ml, Irish Whiskey - 50 ml, ","Fill glass with ice

Pour in The Irishman and Disaronno

Fill to the top with Cranberry Juice

Garnish with a slice of lemon�Enjoy!"
398,Alcoholic,Texas Rattlesnake,Highball glass,"Sweet and sour, Southern Comfort, Cherry brandy, Yukon Jack, ","Sweet and sour - 1 splash , Southern Comfort - 1 part , Cherry brandy - 1/2 part , Yukon Jack - 1 part , ","Mix all ingredients and Shake well. Sweet at first, with a BITE at the end..."
399,Alcoholic,Vesper,Cocktail glass,"Lillet Blanc, Vodka, Gin, ","Lillet Blanc - 0.75 cl, Vodka - 1.5 cl, Gin - 6 cl, ","Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel."
400,Alcoholic,Victor,Cocktail glass,"Brandy, Sweet Vermouth, Gin, ","Brandy - 1/2 oz , Sweet Vermouth - 1/2 oz , Gin - 1 1/2 oz , ","Shake all ingredients with ice, strain into a cocktail glass, and serve."
401,Alcoholic,Vampiro,Old-Fashioned glass,"Salt, Sugar Syrup, Lime Juice, Orange Juice, Tomato Juice, Tequila, ","Salt - 1 pinch, Sugar Syrup - 1 dash, Lime Juice - 1.5 cl, Orange Juice - 3 cl, Tomato Juice - 3 cl, Tequila - 6 cl, ","Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended."
402,Alcoholic,Vesuvio,Old-fashioned glass,"Egg white, Powdered sugar, Lemon, Sweet Vermouth, Light rum, ","Egg white - 1 , Powdered sugar - 1 tsp , Lemon - Juice of 1/2 , Sweet Vermouth - 1/2 oz , Light rum - 1 oz , ","Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."
403,Alcoholic,Veteran,Old-fashioned glass,"Cherry brandy, Dark rum, ","Cherry brandy - 1/2 oz , Dark rum - 2 oz , ",Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.
404,Alcoholic,Van Vleet,Old-fashioned glass,"Lemon juice, Maple syrup, Light rum, ","Lemon juice - 1 oz , Maple syrup - 1 oz , Light rum - 3 oz , ","Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."
405,Alcoholic,Vodka Fizz,White wine glass,"Nutmeg, Ice, Limeade, Half-and-half, Vodka, ","Nutmeg, Ice, Limeade - 2 oz , Half-and-half - 2 oz , Vodka - 2 oz , ","Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top."
406,Alcoholic,Vodka Lemon,Highball glass,"Ice, Lemon Peel, Lemon Juice, Vodka, ","Ice - cubes, Lemon Peel - 1 Slice, Lemon Juice - 7 cl, Vodka - 5 cl, ","The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served."
407,Alcoholic,Vodka Slime,Highball glass,"Vodka, Lime Juice, Sprite, ","Vodka - 1 1/2 shot, Lime Juice - 1/2 shot, Sprite - 1 cup, ","Fill glass with ice. Add vodka, 7-up then finish with the lime juice."
408,Alcoholic,Vodka Tonic,Highball glass,"Lemon Peel, Tonic Water, Vodka, ","Lemon Peel - 1 Slice, Tonic Water - 10 cl, Vodka - 4 cl, ","Wash and cut 1 wedge and 1 slice of lime or lemon.

Fill a tumbler with fresh ice.

Pour the desired dose of vodka and top up with the tonic.

Squeeze the lime wedge into the glass and decorate with the slice.

That's all, very simple: it's just the recipe for happiness!"
409,Alcoholic,Vodka Martini,Cocktail glass,"Olive, Dry Vermouth, Vodka, ","Olive - 1 , Dry Vermouth - 3/4 oz , Vodka - 1 1/2 oz , ","Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve."
410,Alcoholic,Vodka Russian,Collins Glass,"Schweppes Russchian, Vodka, ","Schweppes Russchian, Vodka - 2 oz , ",Mix it as a ordinary drink .
411,Alcoholic,Vermouth Cassis,Highball glass,"Carbonated water, Creme de Cassis, Dry Vermouth, ","Carbonated water, Creme de Cassis - 3/4 oz , Dry Vermouth - 1 1/2 oz , ","Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve."
412,Alcoholic,Victory Collins,Collins glass,"Orange, Powdered sugar, Grape juice, Lemon juice, Vodka, ","Orange - 1 slice , Powdered sugar - 1 tsp , Grape juice - 3 oz unsweetened , Lemon juice - 3 oz , Vodka - 1 1/2 oz , ",Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.
413,Alcoholic,Vodka And Tonic,Highball glass,"Tonic water, Vodka, ","Tonic water, Vodka - 2 oz , ","Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve."
414,Alcoholic,Valencia Cocktail,Cocktail glass,"Orange bitters, Orange juice, Apricot brandy, ","Orange bitters - 2 dashes , Orange juice - 1 tblsp , Apricot brandy - 1 1/2 oz , ","Shake all ingredients with ice, strain into a cocktail glass, and serve."
415,Alcoholic,Whisky Mac,Collins Glass,"Wine, Scotch, ","Wine - 1 oz Green Ginger , Scotch - 1 1/2 oz , ",Pour both of the ingredients into a wine goblet with no ice.
416,Alcoholic,White Lady,Cocktail glass,"Lemon Juice, Triple Sec, Gin, ","Lemon Juice - 2cl, Triple Sec - 3cl, Gin - 4cl, ",Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.
417,Alcoholic,Wine Punch,Collins Glass,"Pineapple juice, Orange, Orange juice, Lemon, Red wine, ","Pineapple juice - 1 cup , Orange - 3 , Orange juice - 1 cup , Lemon - 2 , Red wine - 1 bottle , ",Combine all of the ingredients and pour over a block of ice.
418,Optional alcohol,Wine Cooler,Collins Glass,"Ice, Lemon-lime soda, Red wine, ","Ice - cubes, Lemon-lime soda - 5 oz , Red wine - 2 oz white or , ",Mix wine and soft drink. Pour into glass. Add ice.
419,Alcoholic,Winter Rita,Highball Glass,"Salt, Rosemary Syrup, Orange Juice, Lime Juice, Campari, Tequila, ","Salt - Dash, Rosemary Syrup - 1/2 oz, Orange Juice - 1/2 oz, Lime Juice - 3/4 oz, Campari - 1/4 oz, Tequila - 1 2/3 oz, ","Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.?"
420,Alcoholic,Whiskey Sour,Old-fashioned glass,"Lemon, Cherry, Powdered sugar, Lemon, Blended whiskey, ","Lemon - 1/2 slice , Cherry - 1 , Powdered sugar - 1/2 tsp , Lemon - Juice of 1/2 , Blended whiskey - 2 oz , ","Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice."
421,Alcoholic,White Russian,Old-fashioned glass,"Light cream, Coffee liqueur, Vodka, ","Light cream, Coffee liqueur - 1 oz , Vodka - 2 oz , ",Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.
422,Alcoholic,Winter Paloma,Highball glass,"Pepper, Agave Syrup, Lime Juice, Grapefruit Juice, Tequila, ","Pepper - Dash, Agave Syrup - 1 tsp, Lime Juice - Juice of 1, Grapefruit Juice - Top, Tequila - 2 shots, ",Everyone�s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with �Timur Pepper� which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.
423,Alcoholic,White Wine Sangria,Pitcher,"Soda Water, Apple Brandy, Apple, Strawberries, White Wine, lemon, Lime, ","Soda Water - Top, Apple Brandy - 3 shots, Apple - 1 cup, Strawberries - 1 cup, White Wine - 750 ml, lemon - 1, Lime - 1, ","Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water."
424,Alcoholic,Whitecap Margarita,Margarita/Coupette glass,"Lime juice, Cream of coconut, Tequila, Ice, ","Lime juice - 3 tblsp fresh , Cream of coconut - 1/4 cup , Tequila - 2 oz , Ice - 1 cup , ",Place all ingredients in a blender and blend until smooth. This makes one drink.
425,Alcoholic,Waikiki Beachcomber,Cocktail glass,"Pineapple juice, Gin, Triple sec, ","Pineapple juice - 1 tblsp , Gin - 3/4 oz , Triple sec - 3/4 oz , ","Shake all ingredients with ice, strain into a cocktail glass, and serve."
426,Alcoholic,Yellow Bird,Cocktail glass,"Lime Juice, Triple Sec, Galliano, White Rum, ","Lime Juice - 1.5 cl, Triple Sec - 1.5 cl, Galliano - 1.5 cl, White Rum - 3 cl, ",Shake and strain into a chilled cocktail glass
427,Non alcoholic,Yoghurt Cooler,Highball Glass,"Ice, Fruit, Yoghurt, ","Ice, Fruit - 1 cup , Yoghurt - 1 cup , ","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed."
428,Alcoholic,Zorro,Coffee Mug,"White Creme de Menthe, Baileys irish cream, Sambuca, ","White Creme de Menthe - 2 cl , Baileys irish cream - 2 cl , Sambuca - 2 cl , ",add all and pour black coffee and add whipped cream on top.
429,Alcoholic,Zinger,Highball glass,"Surge, Peachtree schnapps, ","Surge - 4 shots , Peachtree schnapps - 4 shots , ",Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.
430,Alcoholic,Zoksel,Beer pilsner,"Lemon, Creme de Cassis, 7-Up, Coca-Cola, Lemonade, Root beer, Beer, ","Lemon, Creme de Cassis, 7-Up, Coca-Cola -  slice
, Lemonade, Root beer, Beer, ","No specific mixinginstructions, just poor every ingredient in one glass. The lemon goes with it."
431,Alcoholic,Zombie,Hurricane glass,"Angostura Bitters, Lime Juice, Grenadine, Pernod, 151 proof rum, Gold rum, Rum, ","Angostura Bitters - 1 drop, Lime Juice - 1 tsp, Grenadine - 1 tsp, Pernod - 1 tsp, 151 proof rum - 1 oz, Gold rum - 1 1/2 oz, Rum - 1 1/2 oz, ","

Blend at high speed for no more than 5 seconds.



Pour into a glass, add ice cubes to fill, then add the garnish.



*Donn�s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.



Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.



Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together."
432,Alcoholic,Zambeer,Collins Glass,"Ice, Root beer, Sambuca, ","Ice - cubes, Root beer - Add 10 oz , Sambuca - 1 1/2 oz , ",Mix sambuca with rootbeer and stir. Add ice
433,Alcoholic,Zorbatini,Cocktail glass,"Ouzo, Vodka, ","Ouzo - 1/4 oz , Vodka - 1 1/4 oz Stoli , ",Prepare like a Martini. Garnish with a green olive.
434,Alcoholic,Zenmeister,Collins Glass,"Root beer, J�germeister, ","Root beer - 1/2 oz , J�germeister - 1/2 oz , ",Mix together and enjoy
435,Alcoholic,Zipperhead,Whiskey sour glass,"Soda water, Vodka, Chambord raspberry liqueur, ","Soda water - Fill with , Vodka - 1 shot , Chambord raspberry liqueur - 1 shot , ","Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top)."
436,Alcoholic,Zima Blaster,Hurricane glass,"Chambord raspberry liqueur, Zima, ","Chambord raspberry liqueur - 3 oz , Zima - 12 oz , ","Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy."
437,Alcoholic,Zizi Coin-coin,Margarita/Coupette glass,"Lemon, Ice, Lemon juice, Cointreau, ","Lemon -  or lime
, Ice - cubes, Lemon juice - 2 cl , Cointreau - 5 cl , ","Pour 5cl of Cointreau on ice, add 2cl of fresh lemon (or lime) juice, stir gently, and finally add slices of lemon/lime in glass."
438,Alcoholic,Zimadori Zinger,Collins glass,"Zima, Midori melon liqueur, ","Zima - 12 oz , Midori melon liqueur - 1.5 oz , ",Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.
439,Alcoholic,Zippy's Revenge,Old-fashioned glass,"Kool-Aid, Rum, Amaretto, ","Kool-Aid - 4 oz Grape , Rum - 2 oz , Amaretto - 2 oz , ",Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold
440,Alcoholic,Ziemes Martini Apfelsaft,Collins Glass,"Apple juice, Vermouth, ","Apple juice - 16 cl , Vermouth - 4 cl , ",Serve without ice. At least the juice shold have room temperature.
